TileSize,25,20,,,,,,,,,,,,,,,,,,,,,,
LayerSize,3,,,,,,,,,,,,,,,,,,,,,,,
Layer1,,,,,,,,,,,,,,,,,,,,,,,,
2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2514,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496
2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2514,2496,2496,2496,2496,2496,2496,2496,2496,2496
2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496
2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2496,2496,2496,2496,2496
2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2496,2496,2496,2496,2496
2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2496,2496,2496,2496,2496
2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2496,2496,2496,2496,2496
2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2529,2496,2496,2496,2496,2496
2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2529,2529,2529,2529,2496,2496,2496,2496,2496
2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2514,2496,2496,2529,2529,2529,2529,2496,2496,2496,2496,2496
2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2514,2496,2496,2496,2496,2529,2529,2529,2529,2496,2496,2496,2496,2496
2496,2496,2496,2496,2496,2496,2514,2496,2496,2496,2496,2496,2496,2496,2496,2496,2529,2529,2529,2529,2496,2496,2496,2496,2496
2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2514,2496,2496,2496,2529,2529,2529,2529,2496,2496,2496,2496,2496
2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2529,2529,2529,2529,2496,2496,2496,2496,2496
2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2529,2529,2529,2529,2496,2496,2496,2496,2496
2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2529,2529,2529,2529,2496,2496,2496,2496,2496
2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2529,2529,2529,2529,2496,2496,2496,2496,2496
2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2529,2529,2529,2529,2496,2496,2496,2496,2496
2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2529,2529,2529,2529,2496,2496,2496,2496,2496
2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2496,2529,2529,2529,2529,2496,2496,2496,2496,2496
Layer2,,,,,,,,,,,,,,,,,,,,,,,,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2472,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,2472,-1,-1,-1,-1,-1,-1,2472,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
301,301,301,301,301,301,333,-1,2476,-1,-1,-1,-1,-1,2476,-1,-1,-1,-1,-1,-1,4830,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4830,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4830,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
301,301,301,301,301,301,301,301,301,301,301,301,301,301,-1,2476,-1,-1,-1,-1,-1,-1,-1,-1,-1
22,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
